headerId,index,timestamp,eventType,contentId,authorPersonId,authorSessionId,authorUserAgent,authorRegion,authorCountry,contentType,url,title,text,lang,total_events,soup,meta
551,3025,1485516437,CONTENT SHARED,-6289909056857931861,5660542693104786364,8781443969905471446,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",SP,BR,HTML,https://thefinancialbrand.com/63447/digital-banking-ux-methodology/,Engineering Digital Banking Solutions Using UX Methodology,,en,37,Engineering Digital Banking Solutions Using UX Methodology,
552,1446,1466367133,CONTENT SHARED,4300652811307550975,3302556033962996625,-6422235496671179585,,,,HTML,https://medium.com/google-developers/strictmode-for-runtime-analysis-on-android-f8d0a2c5667e,StrictMode for Runtime Analysis on Android - Google Developers,,en,37,StrictMode for Runtime Analysis on Android - Google Developers,
553,1451,1466424655,CONTENT SHARED,-8204817396973648779,-1130272294246983140,5146620298637621547,,,,HTML,http://brandster.com.br/courses/curso-de-branding,"curso de branding, diferenciação e estratégia de marca",,pt,37,"curso de branding, diferenciação e estratégia de marca",
554,1391,1465953370,CONTENT SHARED,-9160910454530522563,-709287718034731589,8812735263251701985,,,,HTML,http://thenextweb.com/apple/2016/06/14/apfs-macos-ios-watchos-tvos/,"Apple's new file manager, APFS, is awesome",,en,37,"Apple's new file manager, APFS, is awesome",
555,1903,1469710359,CONTENT SHARED,-360529647164834348,-4465926797008424436,3175398194440967503,,,,HTML,http://tableless.com.br/codigo-limpo/,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,,pt,37,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,
556,2604,1476932068,CONTENT SHARED,4164212115654350513,-3203894957285229214,-1408353072252762226,Android - Native Mobile App,ON,CA,HTML,http://frankdenneman.nl/2016/10/13/vmware-cloud-aws-closer-look/,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,,en,37,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,
557,1790,1468534684,CONTENT SHARED,-7570652411388243006,5660542693104786364,9078559745325063969,,,,HTML,http://thefinanser.com/2016/07/compelling-case-replace-40-year-old-core-system.html/,The compelling case to replace a 40-year old core system - Chris Skinner's blog,,en,37,The compelling case to replace a 40-year old core system - Chris Skinner's blog,
558,213,1459868729,CONTENT SHARED,-42126282997118624,2901546026085255870,7996851524082570025,,,,HTML,http://g1.globo.com/am/amazonas/noticia/2016/04/programa-de-demissao-voluntaria-na-moto-honda-tem-mais-de-500-adesoes.html,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,,pt,37,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,
559,3013,1485425545,CONTENT SHARED,2952636544547704346,-3390049372067052505,-858258885412147714,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",SP,BR,HTML,http://www.mckinsey.com/business-functions/digital-mckinsey/our-insights/rewiring-citi-for-the-digital-age,Rewiring Citi for the digital age,,en,37,Rewiring Citi for the digital age,
560,1562,1467138173,CONTENT SHARED,-2539915991213675511,-2726721797588771398,2371283389203621052,,,,HTML,http://www.coindesk.com/brazils-banco-bradesco-joins-r3-consortium/,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,,en,37,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,
561,732,1462278413,CONTENT SHARED,-6457517220721978,2901546026085255870,-2528906170762058536,,,,HTML,http://www.inova.jor.br/2016/05/02/agronegocio-crescimento-tecnologia/,Agronegócio mantém crescimento com tecnologia - inova.jor,,pt,37,Agronegócio mantém crescimento com tecnologia - inova.jor,
562,2123,1471640670,CONTENT SHARED,5217724704513784613,5127372011815639401,8594655486400546471,,,,HTML,https://snipcart.com/blog/learn-vanilla-javascript-before-using-js-frameworks,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,,en,37,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,
563,1253,1464976955,CONTENT SHARED,5424502143558028097,-9016528795238256703,8374760703625539380,,,,HTML,http://samnewman.io/patterns/architectural/bff/,Sam Newman - Backends For Frontends,,en,37,Sam Newman - Backends For Frontends,
564,2972,1484742606,CONTENT SHARED,-1999468346928419252,3609194402293569455,2769014915644964260,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",SP,BR,HTML,https://goto.docker.com/DockerDatacenterforAWS_LP.html,"Docker - Build, Ship, and Run Any App, Anywhere",,en,37,"Docker - Build, Ship, and Run Any App, Anywhere",
565,1214,1464876817,CONTENT SHARED,2601622077116449484,5660542693104786364,-6767030235092364675,,,,HTML,http://economia.ig.com.br/2016-05-31/bancos-brasileiros-fecham-200-agencias-em-2015.html,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,,pt,37,Bancos brasileiros fecham 200 agências em 2015 - Home - iG,
566,971,1463343142,CONTENT SHARED,-4089455027188314262,301435144665447655,2105278423955335625,,,,HTML,http://dirtsimple.org/2004/12/python-is-not-java.html,Python Is Not Java (dirtSimple.org),,en,37,Python Is Not Java (dirtSimple.org),
567,2762,1479473295,CONTENT SHARED,-3348652277274905234,3609194402293569455,1536665872551383781,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,HTML,https://googlediscovery.com/2016/11/17/google-usa-aprendizado-de-maquina-para-melhorar-imagens-de-baixa-qualidade/,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,,pt,37,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,
568,2058,1471199125,CONTENT SHARED,2025471325746532174,-89388927330481219,-3565955817312022467,,,,HTML,http://blog.octo.com/en/serverless-real-time-architecture-on-aws-there-is-a-way/,Serverless real-time architecture on AWS: there is a way !,,en,37,Serverless real-time architecture on AWS: there is a way !,
569,1715,1468149419,CONTENT SHARED,5227822864949117283,-2979537012405607453,6132888347256028720,,,,HTML,http://expandedconsciousness.com/2014/12/10/seeing-silver-lining-vs-understanding-problem-difference-sympathy-empathy/,The Difference Between Sympathy And Empathy - Expanded Consciousness,,en,37,The Difference Between Sympathy And Empathy - Expanded Consciousness,
570,2093,1471477815,CONTENT SHARED,-5283009029345397378,4209517478660372522,5185454684179635438,,,,HTML,https://cloud.google.com/appengine/docs/python/microservices-on-app-engine,Microservices Architecture on Google App Engine,,en,37,Microservices Architecture on Google App Engine,
571,1804,1468637815,CONTENT SHARED,-548976469460064550,-8020832670974472349,-1561004000481528361,,,,HTML,https://blog.codeship.com/using-honcho-create-multi-process-docker-container/,Using Honcho to Create a Multi-Process Docker Container,,en,36,Using Honcho to Create a Multi-Process Docker Container,
572,3110,1487681005,CONTENT SHARED,-6340141548068597572,-1393866732742189886,7540353649241449090,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",MG,BR,HTML,http://insurancethoughtleadership.com/top-10-insurtech-trends-for-2017/,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,,en,36,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,
573,40,1459296016,CONTENT SHARED,7520301770873472812,-7421703586506797266,-1551022094078713720,,,,HTML,http://autoestrada.uol.com.br/noticia/1-noticias/1527-aplicativo-gratuito-permite-gerenciar-consorcio-honda-diretamente-do-celular,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,,pt,36,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,
574,1518,1466794146,CONTENT SHARED,-742603651309629354,3622641762376806537,-6116365566902521971,,,,HTML,https://www.jetbrains.com/datagrip/,JetBrains DataGrip: Your Swiss Army Knife for Databases and SQL,,en,36,JetBrains DataGrip: Your Swiss Army Knife for Databases and SQL,
575,916,1463069426,CONTENT SHARED,4069333494579100211,-6946355789336786528,-7081787747828480914,,,,HTML,http://gradle.org/blog/agile-is-dead/,"Agile is Dead, Long Live Continuous Delivery - Gradle",,en,36,"Agile is Dead, Long Live Continuous Delivery - Gradle",
576,1752,1468412196,CONTENT SHARED,4313871021753084020,7645894863578715801,4037974542398744297,,,,HTML,http://projetodraft.com/startups-matam-e-suas-vitimas-sao-as-empresas-que-ainda-nao-entendem-o-que-e-a-economia-do-acesso/,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,,pt,36,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,
577,2416,1474653645,CONTENT SHARED,6664082205633624486,3829784524040647339,-5297765402491354720,,,,HTML,http://blog.kaggle.com/2016/09/06/building-a-team-from-the-inside-out-alok-gupta-on-the-evolution-of-data-science-at-airbnb/,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,,en,36,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,
578,1783,1468521162,CONTENT SHARED,464601875539492971,-7456488753754080246,-2260944464013627266,,,,HTML,http://www.hardware.com.br/noticias/2016-07/apenas-59-nintendo-anuncia-relancamento-do-nintendinho-com-30-jogos-na-memoria.html,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,,pt,36,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,
579,2471,1475173957,CONTENT SHARED,-9033211547111606164,-1032019229384696495,-8846468239431787994,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.34 Safari/537.36",NY,US,HTML,https://techcrunch.com/2016/09/29/googles-cloud-machine-learning-service-is-now-in-public-beta/,Google's Cloud Machine Learning service is now in public beta,,en,36,Google's Cloud Machine Learning service is now in public beta,
580,362,1460485273,CONTENT SHARED,-8258529658421542282,3891637997717104548,3809100758364899270,,,,HTML,https://cloud.google.com/vision/,Vision API - Image Content Analysis,,en,36,Vision API - Image Content Analysis,
581,1544,1467046829,CONTENT SHARED,-3864069617285644895,801895594717772308,724950540274130477,,,,HTML,http://www.instructables.com/id/How-to-Finish-3D-Printed-PLA-Objects/,How to finish 3D printed PLA objects,,en,36,How to finish 3D printed PLA objects,
582,2209,1472314422,CONTENT SHARED,6940370558848102253,3915038251784681624,-67235143738340375,,,,HTML,http://cio.com.br/tecnologia/2016/08/26/graduacao-ja-nao-garante-uma-carreira-de-sucesso-em-ti/,Graduação já não garante uma carreira de sucesso em TI - CIO,,pt,36,Graduação já não garante uma carreira de sucesso em TI - CIO,
583,1777,1468513394,CONTENT SHARED,2362495898257544462,8676130229735483748,-2413784802356185288,,,,HTML,https://techcrunch.com/2012/06/02/android-qa-testing-quality-assurance/,How Do Top Android Developers QA Test Their Apps?,,en,36,How Do Top Android Developers QA Test Their Apps?,
584,1465,1466453035,CONTENT SHARED,1768072794787289517,-6316613156648676087,3233575107514524965,,,,HTML,http://computerworld.com.br/55-fornecedores-de-ti-que-apresentarao-novidades-no-ciab-2016,55 fornecedores de TI que apresentarão novidades no Ciab 2016,,pt,36,55 fornecedores de TI que apresentarão novidades no Ciab 2016,
585,1031,1463687926,CONTENT SHARED,-6858665134018491791,-1443636648652872475,8859116645558208595,,,,HTML,http://googleresearch.blogspot.com/2016/05/chat-smarter-with-allo.html,Chat Smarter with Allo,,en,36,Chat Smarter with Allo,
586,1432,1466176145,CONTENT SHARED,-8467102776052559275,7645894863578715801,1808415540732457375,,,,HTML,http://www.daedtech.com/creating-code-review-checklist/,Creating Your Code Review Checklist - DaedTech,,en,36,Creating Your Code Review Checklist - DaedTech,
587,1384,1465926133,CONTENT SHARED,-2808969983997441543,5127372011815639401,-8628566829311364938,,,,HTML,https://developers.google.com/web/updates/2016/06/css-containment,CSS Containment in Chrome 52 | Web Updates - Google Developers,,en,36,CSS Containment in Chrome 52 | Web Updates - Google Developers,
588,1479,1466554505,CONTENT SHARED,-486686184692655504,301435144665447655,-1829113829080633353,,,,HTML,http://googleappsupdates.blogspot.com.br/2016/06/new-settings-for-2-step-verification.html,New settings for 2-Step Verification,,en,36,New settings for 2-Step Verification,
589,3045,1485989315,CONTENT SHARED,6463551093741815202,6960073744377754728,7604699722673600778,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",GA,US,HTML,http://www.nbcnews.com/health/health-news/little-girls-doubt-women-can-be-brilliant-study-shows-n713001,"Little girls doubt that women can be brilliant, study shows",,en,36,"Little girls doubt that women can be brilliant, study shows",
590,2495,1475514624,CONTENT SHARED,-3850803681204406658,-1602833675167376798,-2314325074994113316,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",SP,BR,HTML,https://www.linkedin.com/pulse/novas-frentes-de-trabalho-da-alelo-v%C3%A3o-a%C3%A7%C3%B5es-fidelidade-cardmonitor-,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,,pt,36,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,
591,2083,1471365552,CONTENT SHARED,5336562616168017846,7645894863578715801,6107910099552275355,,,,HTML,https://seroter.wordpress.com/2016/08/09/enterprises-fighting-back-spring-boot-is-the-best-and-other-springone-platform-takeaways/,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",,en,36,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",
592,2033,1470892968,CONTENT SHARED,-9189659052158407108,-709287718034731589,3227212241802676138,,,,HTML,http://www.fastcompany.com/3062596/tim-cooks-apple/eddie-cue-and-craig-federighi-open-up-about-learning-from-apples-failures,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,,en,36,Eddy Cue and Craig Federighi Open Up About Learning From Apple's Failures,
593,723,1462238518,CONTENT SHARED,1318981494172475806,-1032019229384696495,9206175271110320466,,,,HTML,http://techcrunch.com/2016/05/02/google-acquires-synergyse-an-interactive-training-service-for-google-apps/,"Google acquires Synergyse, an interactive training service for Google Apps",,en,36,"Google acquires Synergyse, an interactive training service for Google Apps",
594,1292,1465315925,CONTENT SHARED,-2752345899464432864,-709287718034731589,-7018239913998745013,,,,HTML,http://babich.biz/design-patterns-progressive-disclosure-for-mobile-apps/,Design Patterns: Progressive Disclosure for Mobile Apps,,en,35,Design Patterns: Progressive Disclosure for Mobile Apps,
595,1229,1464894310,CONTENT SHARED,-2899726011463496555,5660542693104786364,-6767030235092364675,,,,HTML,http://www.infomoney.com.br/bloomberg/mercados/noticia/5080642/quer-ter-banco-brasil-vai-abrir-escritorio-genebra-este-mes,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,,pt,35,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,
596,2998,1485252614,CONTENT SHARED,-3482581255202910790,7645894863578715801,3191552813541750596,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0,SP,BR,HTML,https://medium.com/capital-one-developers/microservices-when-to-react-vs-orchestrate-c6b18308a14c,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,,en,35,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,
597,1230,1464895898,CONTENT SHARED,-3275688295651945765,5660542693104786364,-6767030235092364675,,,,HTML,http://www.infomoney.com.br/mercados/acoes-e-indices/noticia/5082648/por-que-segundo-maior-banco-alemanha-decidiu-entrar-brasil-com,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,,pt,35,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?,
598,1575,1467202584,CONTENT SHARED,6620060201676471218,3302556033962996625,1804462043619727596,,,,HTML,http://code.tutsplus.com/tutorials/creating-compound-views-on-android--cms-22889,Creating Compound Views on Android,,en,35,Creating Compound Views on Android,
599,2869,1481676932,CONTENT SHARED,8526042588044002101,-8020832670974472349,-265133471069694993,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",SP,BR,HTML,https://blog.heptio.com/cloud-native-part-1-definition-716ed30e9193?gi=538b4f90355f,Cloud Native Part 1: Definition,,en,35,Cloud Native Part 1: Definition,
600,2217,1472478368,CONTENT SHARED,-6058152698516590252,3396828831632510915,1161097808473036777,,,,HTML,http://exame.abril.com.br/negocios/noticias/coca-cola-e-1a-da-lista-fortune-a-repor-toda-a-agua-usada,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",,pt,35,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",
601,1675,1467823363,CONTENT SHARED,-8187220755213888616,1895326251577378793,6337372998984359835,,,,HTML,http://www.mckinsey.com/industries/high-tech/our-insights/organizing-for-digital-acceleration-making-a-two-speed-it-operating-model-work,Organizing for digital acceleration: Making a two-speed IT operating model work,,en,35,Organizing for digital acceleration: Making a two-speed IT operating model work,
602,1019,1463630183,CONTENT SHARED,-3363563881552061188,-2726721797588771398,-7810045746292935124,,,,HTML,http://ronjeffries.com/articles/016-03/you-want/,Do you want Crappy Agile?,,en,35,Do you want Crappy Agile?,
603,552,1461377227,CONTENT SHARED,-1730766821655383888,-4028919343899978105,6421399179405092291,,,,HTML,http://www.engadget.com/2016/04/22/accidental-discovery-batteries-last-years-longer/,Accidental discovery could help batteries last years longer,,en,35,Accidental discovery could help batteries last years longer,
604,2672,1477655012,CONTENT SHARED,2543311963908571128,7645894863578715801,3480723906734623856,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:49.0) Gecko/20100101 Firefox/49.0,SP,BR,HTML,https://medium.com/keepsafe-engineering/lessons-from-converting-an-app-to-100-kotlin-68984a05dcb6,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,,en,35,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,
605,153,1459538409,CONTENT SHARED,-9028990334396397584,3622641762376806537,4174895005291285132,,,,HTML,https://blog.xamarin.com/xamarin-for-all/,Xamarin for Everyone,,en,35,Xamarin for Everyone,
606,760,1462302967,CONTENT SHARED,4139191914110236238,-3390049372067052505,-5504525035659647047,,,,HTML,http://www.mckinsey.com/business-functions/business-technology/our-insights/an-operating-model-for-company-wide-agile-development,An operating model for company-wide agile development,,en,35,An operating model for company-wide agile development,
607,420,1460637622,CONTENT SHARED,3382511589554885024,8656322302973426874,-6145547091961732021,,,,HTML,http://www.businessinsider.com/facebook-f8-whatsapp-engineering-2016-4,Facebook's WhatsApp does something very different than Google,,en,35,Facebook's WhatsApp does something very different than Google,
608,2475,1475182869,CONTENT SHARED,5211673327552264703,-331066625167168067,7167720501277973581,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",MG,BR,HTML,https://cloudplatform.googleblog.com/2016/09/Google-Cloud-Platform-sets-a-course-for-new-horizons.html,Google Cloud Platform sets a course for new horizons,,en,35,Google Cloud Platform sets a course for new horizons,
609,2777,1479989926,CONTENT SHARED,1639450243805666792,-8241940599580729220,5518557978120711222,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",MG,BR,HTML,https://hbr.org/2016/11/research-companies-and-industries-lack-english-skills,Rating the English Proficiency of Countries and Industries Around the World,,en,35,Rating the English Proficiency of Countries and Industries Around the World,
610,3090,1487107366,CONTENT SHARED,-5283011611531067471,3891637997717104548,1674333390636967341,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.76 Safari/537.36",SP,BR,HTML,http://buytaert.net/distributions-remain-a-growing-opportunity-for-drupal,Dries Distributions remain a growing opportunity for Drupal - Buytaert,,en,35,Dries Distributions remain a growing opportunity for Drupal - Buytaert,
611,1200,1464867391,CONTENT SHARED,127799031949294618,-709287718034731589,2379180870399543369,,,,HTML,http://www.macrumors.com/2016/06/01/apple-releases-first-preview-of-swift-3/,Apple Releases First Preview of Swift 3.0 for Developers,,en,35,Apple Releases First Preview of Swift 3.0 for Developers,
612,1775,1468512844,CONTENT SHARED,3881851296308711302,8676130229735483748,-2413784802356185288,,,,HTML,http://www.vogella.com/tutorials/AndroidTesting/article.html,Developing Android unit and instrumentation tests - Tutorial,,en,35,Developing Android unit and instrumentation tests - Tutorial,
613,378,1460552209,CONTENT SHARED,-271938775771328391,9109075639526981934,-270246306735565375,,,,HTML,"http://www.em.com.br/app/noticia/especiais/bigideia/bigideia-noticia/2016/04/08/bigideia,751323/startups-apostam-em-aplicativos-que-auxilia-caminhoneiros-na-busca-por.shtml",Startups apostam em aplicativos que conectam fretes e caminhoneiros,,pt,35,Startups apostam em aplicativos que conectam fretes e caminhoneiros,
614,863,1462816920,CONTENT SHARED,7516228655554309785,-3390049372067052505,-8729604331807064886,,,,HTML,http://www.mckinsey.com/industries/financial-services/our-insights/a-digital-crack-in-bankings-business-model,A digital crack in banking's business model,,en,35,A digital crack in banking's business model,
615,2193,1472147904,CONTENT SHARED,1577045425286888616,-5527145562136413747,1870765774172567619,,,,HTML,http://www.brasilpost.com.br/xenya-bucchioni/quem-disse-que-ciencia-e-_b_11591826.html,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",,pt,35,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",
616,701,1462117654,CONTENT SHARED,4911701623098526999,-1032019229384696495,3528532243800914399,,,,HTML,http://techcrunch.com/2016/04/30/why-image-recognition-is-about-to-transform-business/,Why image recognition is about to transform business,,en,35,Why image recognition is about to transform business,
617,2302,1473459090,CONTENT SHARED,-3666646454167334466,-709287718034731589,1398497667000331415,,,,HTML,https://medium.com/@rymcol/benchmarks-for-the-top-server-side-swift-frameworks-vs-node-js-24460cfe0beb,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,,en,35,Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,
618,1026,1463666039,CONTENT SHARED,8118799783881928573,268671367195911338,-2969707595380778816,,,,HTML,https://medium.com/chat-bots/usability-heuristics-for-bots-7075132d2c92,Usability Heuristics for Bots - Chatbots Magazine,,en,34,Usability Heuristics for Bots - Chatbots Magazine,
619,885,1462919178,CONTENT SHARED,7664140604181040222,-6030696784871381528,2514887732936397067,,,,HTML,http://readwrite.com/2016/05/09/blockhain-new-ir/,Will blockchain drive the fourth Industrial Revolution?,,en,34,Will blockchain drive the fourth Industrial Revolution?,
620,2090,1471446776,CONTENT SHARED,6201946560186605500,4568163094592867577,8313398368522290143,,,,HTML,http://www.mobiletime.com.br/16/08/2016/shoppings-do-rio-testarao-solucao-de-marketing-com-beacons/454562/news.aspx,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,,pt,34,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,
621,267,1460055128,CONTENT SHARED,6941466664989793964,1895326251577378793,-3394884316493790889,,,,HTML,http://www.meioemensagem.com.br/home/comunicacao/noticias/2016/03/30/Accenture-amplia-atuacao-no-Brasil.html,Accenture amplia atuação no Brasil,,pt,34,Accenture amplia atuação no Brasil,
622,1707,1468000605,CONTENT SHARED,9079880752026843473,7527226129639571966,2973078457109900343,,,,HTML,https://uxdesign.cc/design-better-forms-96fadca0f49c?gi=c9aaf6b6b281,Design Better Forms - uxdesign.cc - User Experience Design,,en,34,Design Better Forms - uxdesign.cc - User Experience Design,
623,2571,1476708342,CONTENT SHARED,-5843518165523212471,-2820994773540913369,3364049064951221937,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.143 Safari/537.36",SP,BR,HTML,http://www.istoedinheiro.com.br/noticias/negocios/20161014/conheca-saga-jovem-ceo-dasa/422802,A saga do jovem CEO da Dasa,,pt,34,A saga do jovem CEO da Dasa,
624,1712,1468010897,CONTENT SHARED,3301147467076954944,6960073744377754728,1429115423087224859,,,,HTML,https://dzone.com/articles/the-developers-midlife-crisis-whats-next,The Developer's Midlife Crisis: What's Next?,,en,34,The Developer's Midlife Crisis: What's Next?,
625,2030,1470860514,CONTENT SHARED,3472032465864014134,-2901997243166418276,-7872907402846803271,,,,HTML,http://www.superpride.com.br/2016/08/pabllo-vittar-reina-no-novo-comercial-da-skol-para-os-jogos-olimpicos.html,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,,pt,34,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,
626,1805,1468684415,CONTENT SHARED,-1596335233529956315,-1032019229384696495,-8140827995171302425,,,,HTML,http://www.techrepublic.com/article/why-kubernetes-may-be-a-bigger-threat-to-amazon-than-googles-cloud/,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,,en,34,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,
627,2665,1477572325,CONTENT SHARED,-5011709367955107239,-1251984896177895077,-3411758262273298934,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",MG,BR,HTML,http://jcrs.uol.com.br/_conteudo/2016/10/economia/528401-vale-reverte-prejuizo-e-tem-lucro-de-r-1-8-bilhao-no-3-trimestre.html,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",,pt,34,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",
628,2532,1475849472,CONTENT SHARED,6678691743269420670,-4627026983118548639,2042601696561758881,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",NJ,US,HTML,http://fortune.com/ai-artificial-intelligence-deep-machine-learning/,Why Deep Learning Is Suddenly Changing Your Life,,en,34,Why Deep Learning Is Suddenly Changing Your Life,
629,1196,1464860345,CONTENT SHARED,8522523292310933696,7774613525190730745,7176458023900062217,,,,HTML,http://fortune.com/2016/06/01/coca-cola-soy-beverage-deal/,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,,en,34,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,
630,1090,1464102923,CONTENT SHARED,-240359174314633445,-6153009241569363021,8728888758406615629,,,,HTML,https://engineering.footballradar.com/from-a-react-point-of-vue-comparing-reactjs-to-vuejs-for-dynamic-tabular-data/,Comparing React.js to Vue.js for dynamic tabular data,,en,34,Comparing React.js to Vue.js for dynamic tabular data,
631,1483,1466594437,CONTENT SHARED,-7217198366041991957,6735372008307093370,1199799298901147034,,,,HTML,http://www.papelpop.com/2016/06/youtube-chama-seus-criadores-de-conteudo-para-campanha-mundial-orgulhodeser/,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,,pt,34,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,
632,2712,1478257635,CONTENT SHARED,6947862790919978120,6967147874415599925,-1432512362633174502,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",SP,BR,HTML,http://blog.takipi.com/java-microservices-the-cake-is-a-lie-but-you-cant-ignore-it/,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,,en,34,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,
